job_id,@model,@weather,@type,@north,@ch,@floor,@wwr_KL_B,@ach,@tmin,@tmax,@fabric,@glazing,BD1_HA26c_occ,BD1_TM52_C1,BD1_HA26p_occ,@job_s,@wwr_KL,@wwr_B
EP_CP_P1201_000000473,CP_P1201,GTW_DSY1,1B2P,45.0,2.5,Top_Floor,50_50,2,22,24,v1,v1,2328.5,0.477,0.266,00473,50,50
EP_CP_P1201_000000474,CP_P1201,GTW_DSY1,1B2P,45.0,2.5,Top_Floor,50_50,4,22,24,v1,v1,1589.0,0.259,0.181,00474,50,50
EP_CP_P1201_000000475,CP_P1201,GTW_DSY1,1B2P,45.0,2.5,Top_Floor,50_50,8,22,24,v1,v1,1185.75,0.149,0.135,00475,50,50
EP_CP_P1201_000000476,CP_P1201,GTW_DSY1,1B2P,45.0,2.5,Top_Floor,50_40,1,22,24,v1,v1,2888.25,0.642,0.33,00476,50,40
EP_CP_P1201_000000477,CP_P1201,GTW_DSY1,1B2P,45.0,2.5,Top_Floor,50_40,2,22,24,v1,v1,2231.5,0.435,0.255,00477,50,40
EP_CP_P1201_000000478,CP_P1201,GTW_DSY1,1B2P,45.0,2.5,Top_Floor,50_40,4,22,24,v1,v1,1455.5,0.222,0.166,00478,50,40
EP_CP_P1201_000000479,CP_P1201,GTW_DSY1,1B2P,45.0,2.5,Top_Floor,50_40,8,22,24,v1,v1,1054.75,0.127,0.12,00479,50,40
EP_CP_P1201_000000480,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_90,1,22,24,v1,v1,3277.25,0.601,0.374,00480,90,90
EP_CP_P1201_000000481,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_90,2,22,24,v1,v1,2747.0,0.581,0.314,00481,90,90
EP_CP_P1201_000000482,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_90,4,22,24,v1,v1,2061.0,0.413,0.235,00482,90,90
EP_CP_P1201_000000483,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_90,8,22,24,v1,v1,1609.0,0.297,0.184,00483,90,90
EP_CP_P1201_000000484,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_80,1,22,24,v1,v1,3250.5,0.631,0.371,00484,90,80
EP_CP_P1201_000000485,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_80,2,22,24,v1,v1,2679.25,0.579,0.306,00485,90,80
EP_CP_P1201_000000486,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_80,4,22,24,v1,v1,1957.25,0.376,0.223,00486,90,80
EP_CP_P1201_000000487,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_80,8,22,24,v1,v1,1501.0,0.265,0.171,00487,90,80
EP_CP_P1201_000000488,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_70,1,22,24,v1,v1,3206.25,0.661,0.366,00488,90,70
EP_CP_P1201_000000489,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_70,2,22,24,v1,v1,2585.5,0.553,0.295,00489,90,70
EP_CP_P1201_000000490,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_70,4,22,24,v1,v1,1834.5,0.335,0.209,00490,90,70
EP_CP_P1201_000000491,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_70,8,22,24,v1,v1,1360.0,0.226,0.155,00491,90,70
EP_CP_P1201_000000492,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_60,1,22,24,v1,v1,3144.0,0.699,0.359,00492,90,60
EP_CP_P1201_000000493,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_60,2,22,24,v1,v1,2455.75,0.511,0.28,00493,90,60
EP_CP_P1201_000000494,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_60,4,22,24,v1,v1,1674.25,0.285,0.191,00494,90,60
EP_CP_P1201_000000495,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_60,8,22,24,v1,v1,1215.75,0.168,0.139,00495,90,60
EP_CP_P1201_000000496,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_50,1,22,24,v1,v1,3058.75,0.711,0.349,00496,90,50
EP_CP_P1201_000000497,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_50,2,22,24,v1,v1,2311.5,0.448,0.264,00497,90,50
EP_CP_P1201_000000498,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_50,4,22,24,v1,v1,1457.0,0.228,0.166,00498,90,50
EP_CP_P1201_000000499,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_50,8,22,24,v1,v1,1053.0,0.096,0.12,00499,90,50
EP_CP_P1201_000000500,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_40,1,22,24,v1,v1,2949.5,0.68,0.337,00500,90,40
EP_CP_P1201_000000501,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_40,2,22,24,v1,v1,2116.5,0.357,0.242,00501,90,40
EP_CP_P1201_000000502,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_40,4,22,24,v1,v1,1206.5,0.153,0.138,00502,90,40
EP_CP_P1201_000000503,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,90_40,8,22,24,v1,v1,873.5,0.045,0.1,00503,90,40
EP_CP_P1201_000000504,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,80_80,1,22,24,v1,v1,3244.5,0.631,0.37,00504,80,80
EP_CP_P1201_000000505,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,80_80,2,22,24,v1,v1,2669.5,0.575,0.305,00505,80,80
EP_CP_P1201_000000506,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,80_80,4,22,24,v1,v1,1947.0,0.373,0.222,00506,80,80
EP_CP_P1201_000000507,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,80_80,8,22,24,v1,v1,1497.5,0.264,0.171,00507,80,80
EP_CP_P1201_000000508,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,80_70,1,22,24,v1,v1,3196.25,0.662,0.365,00508,80,70
EP_CP_P1201_000000509,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,80_70,2,22,24,v1,v1,2576.0,0.549,0.294,00509,80,70
EP_CP_P1201_000000510,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,80_70,4,22,24,v1,v1,1823.5,0.334,0.208,00510,80,70
EP_CP_P1201_000000511,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,80_70,8,22,24,v1,v1,1360.0,0.225,0.155,00511,80,70
EP_CP_P1201_000000512,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,80_60,1,22,24,v1,v1,3133.75,0.699,0.358,00512,80,60
EP_CP_P1201_000000513,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,80_60,2,22,24,v1,v1,2444.0,0.506,0.279,00513,80,60
EP_CP_P1201_000000514,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,80_60,4,22,24,v1,v1,1662.75,0.28,0.19,00514,80,60
EP_CP_P1201_000000515,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,80_60,8,22,24,v1,v1,1211.0,0.168,0.138,00515,80,60
EP_CP_P1201_000000516,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,80_50,1,22,24,v1,v1,3048.75,0.708,0.348,00516,80,50
EP_CP_P1201_000000517,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,80_50,2,22,24,v1,v1,2299.25,0.442,0.262,00517,80,50
EP_CP_P1201_000000518,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,80_50,4,22,24,v1,v1,1445.75,0.226,0.165,00518,80,50
EP_CP_P1201_000000519,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,80_50,8,22,24,v1,v1,1048.25,0.094,0.12,00519,80,50
EP_CP_P1201_000000520,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,80_40,1,22,24,v1,v1,2936.75,0.674,0.335,00520,80,40
EP_CP_P1201_000000521,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,80_40,2,22,24,v1,v1,2101.25,0.351,0.24,00521,80,40
EP_CP_P1201_000000522,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,80_40,4,22,24,v1,v1,1193.5,0.15,0.136,00522,80,40
EP_CP_P1201_000000523,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,80_40,8,22,24,v1,v1,869.75,0.044,0.099,00523,80,40
EP_CP_P1201_000000524,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,70_70,1,22,24,v1,v1,3189.25,0.663,0.364,00524,70,70
EP_CP_P1201_000000525,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,70_70,2,22,24,v1,v1,2563.75,0.546,0.293,00525,70,70
EP_CP_P1201_000000526,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,70_70,4,22,24,v1,v1,1815.0,0.333,0.207,00526,70,70
EP_CP_P1201_000000527,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,70_70,8,22,24,v1,v1,1356.75,0.224,0.155,00527,70,70
EP_CP_P1201_000000528,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,70_60,1,22,24,v1,v1,3123.0,0.699,0.357,00528,70,60
EP_CP_P1201_000000529,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,70_60,2,22,24,v1,v1,2431.5,0.501,0.278,00529,70,60
EP_CP_P1201_000000530,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,70_60,4,22,24,v1,v1,1653.25,0.279,0.189,00530,70,60
EP_CP_P1201_000000531,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,70_60,8,22,24,v1,v1,1206.75,0.166,0.138,00531,70,60
EP_CP_P1201_000000532,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,70_50,1,22,24,v1,v1,3036.5,0.704,0.347,00532,70,50
EP_CP_P1201_000000533,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,70_50,2,22,24,v1,v1,2285.5,0.437,0.261,00533,70,50
EP_CP_P1201_000000534,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,70_50,4,22,24,v1,v1,1432.25,0.223,0.163,00534,70,50
EP_CP_P1201_000000535,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,70_50,8,22,24,v1,v1,1039.25,0.091,0.119,00535,70,50
EP_CP_P1201_000000536,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,70_40,1,22,24,v1,v1,2921.0,0.668,0.333,00536,70,40
EP_CP_P1201_000000537,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,70_40,2,22,24,v1,v1,2083.5,0.345,0.238,00537,70,40
EP_CP_P1201_000000538,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,70_40,4,22,24,v1,v1,1182.25,0.147,0.135,00538,70,40
EP_CP_P1201_000000539,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,70_40,8,22,24,v1,v1,862.5,0.043,0.098,00539,70,40
EP_CP_P1201_000000540,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,60_60,1,22,24,v1,v1,3110.75,0.698,0.355,00540,60,60
EP_CP_P1201_000000541,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,60_60,2,22,24,v1,v1,2420.5,0.496,0.276,00541,60,60
EP_CP_P1201_000000542,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,60_60,4,22,24,v1,v1,1642.5,0.276,0.188,00542,60,60
EP_CP_P1201_000000543,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,60_60,8,22,24,v1,v1,1205.5,0.164,0.138,00543,60,60
EP_CP_P1201_000000544,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,60_50,1,22,24,v1,v1,3024.0,0.701,0.345,00544,60,50
EP_CP_P1201_000000545,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,60_50,2,22,24,v1,v1,2271.5,0.431,0.259,00545,60,50
EP_CP_P1201_000000546,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,60_50,4,22,24,v1,v1,1421.25,0.221,0.162,00546,60,50
EP_CP_P1201_000000547,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,60_50,8,22,24,v1,v1,1031.5,0.09,0.118,00547,60,50
EP_CP_P1201_000000548,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,60_40,1,22,24,v1,v1,2904.75,0.661,0.332,00548,60,40
EP_CP_P1201_000000549,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,60_40,2,22,24,v1,v1,2065.75,0.339,0.236,00549,60,40
EP_CP_P1201_000000550,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,60_40,4,22,24,v1,v1,1171.0,0.142,0.134,00550,60,40
EP_CP_P1201_000000551,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,60_40,8,22,24,v1,v1,849.5,0.042,0.097,00551,60,40
EP_CP_P1201_000000552,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,50_50,1,22,24,v1,v1,3010.5,0.698,0.344,00552,50,50
EP_CP_P1201_000000553,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,50_50,2,22,24,v1,v1,2257.0,0.425,0.258,00553,50,50
EP_CP_P1201_000000554,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,50_50,4,22,24,v1,v1,1410.5,0.219,0.161,00554,50,50
EP_CP_P1201_000000555,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,50_50,8,22,24,v1,v1,1026.75,0.089,0.117,00555,50,50
EP_CP_P1201_000000556,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,50_40,1,22,24,v1,v1,2888.25,0.654,0.33,00556,50,40
EP_CP_P1201_000000557,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,50_40,2,22,24,v1,v1,2049.25,0.332,0.234,00557,50,40
EP_CP_P1201_000000558,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,50_40,4,22,24,v1,v1,1162.5,0.139,0.133,00558,50,40
EP_CP_P1201_000000559,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Ground_Floor,50_40,8,22,24,v1,v1,844.0,0.04,0.096,00559,50,40
EP_CP_P1201_000000560,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_90,1,22,24,v1,v1,3528.75,0.504,0.403,00560,90,90
EP_CP_P1201_000000561,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_90,2,22,24,v1,v1,3086.0,0.628,0.352,00561,90,90
EP_CP_P1201_000000562,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_90,4,22,24,v1,v1,2370.25,0.492,0.271,00562,90,90
EP_CP_P1201_000000563,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_90,8,22,24,v1,v1,1844.5,0.344,0.211,00563,90,90
EP_CP_P1201_000000564,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_80,1,22,24,v1,v1,3520.0,0.552,0.402,00564,90,80
EP_CP_P1201_000000565,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_80,2,22,24,v1,v1,3031.75,0.648,0.346,00565,90,80
EP_CP_P1201_000000566,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_80,4,22,24,v1,v1,2283.0,0.461,0.261,00566,90,80
EP_CP_P1201_000000567,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_80,8,22,24,v1,v1,1749.25,0.312,0.2,00567,90,80
EP_CP_P1201_000000568,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_70,1,22,24,v1,v1,3509.5,0.602,0.401,00568,90,70
EP_CP_P1201_000000569,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_70,2,22,24,v1,v1,2970.0,0.661,0.339,00569,90,70
EP_CP_P1201_000000570,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_70,4,22,24,v1,v1,2164.25,0.419,0.247,00570,90,70
EP_CP_P1201_000000571,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_70,8,22,24,v1,v1,1623.75,0.278,0.185,00571,90,70
EP_CP_P1201_000000572,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_60,1,22,24,v1,v1,3489.25,0.653,0.398,00572,90,60
EP_CP_P1201_000000573,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_60,2,22,24,v1,v1,2890.0,0.658,0.33,00573,90,60
EP_CP_P1201_000000574,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_60,4,22,24,v1,v1,2027.25,0.361,0.231,00574,90,60
EP_CP_P1201_000000575,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_60,8,22,24,v1,v1,1452.25,0.23,0.166,00575,90,60
EP_CP_P1201_000000576,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_50,1,22,24,v1,v1,3464.0,0.703,0.395,00576,90,50
EP_CP_P1201_000000577,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_50,2,22,24,v1,v1,2780.75,0.625,0.317,00577,90,50
EP_CP_P1201_000000578,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_50,4,22,24,v1,v1,1853.5,0.302,0.212,00578,90,50
EP_CP_P1201_000000579,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_50,8,22,24,v1,v1,1283.0,0.168,0.146,00579,90,50
EP_CP_P1201_000000580,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_40,1,22,24,v1,v1,3427.75,0.763,0.391,00580,90,40
EP_CP_P1201_000000581,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_40,2,22,24,v1,v1,2631.0,0.565,0.3,00581,90,40
EP_CP_P1201_000000582,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_40,4,22,24,v1,v1,1580.25,0.236,0.18,00582,90,40
EP_CP_P1201_000000583,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,90_40,8,22,24,v1,v1,1064.75,0.088,0.122,00583,90,40
EP_CP_P1201_000000584,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,80_80,1,22,24,v1,v1,3517.0,0.558,0.401,00584,80,80
EP_CP_P1201_000000585,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,80_80,2,22,24,v1,v1,3023.5,0.647,0.345,00585,80,80
EP_CP_P1201_000000586,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,80_80,4,22,24,v1,v1,2274.25,0.458,0.26,00586,80,80
EP_CP_P1201_000000587,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,80_80,8,22,24,v1,v1,1744.5,0.312,0.199,00587,80,80
EP_CP_P1201_000000588,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,80_70,1,22,24,v1,v1,3505.5,0.606,0.4,00588,80,70
EP_CP_P1201_000000589,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,80_70,2,22,24,v1,v1,2960.5,0.658,0.338,00589,80,70
EP_CP_P1201_000000590,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,80_70,4,22,24,v1,v1,2154.5,0.415,0.246,00590,80,70
EP_CP_P1201_000000591,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,80_70,8,22,24,v1,v1,1621.25,0.276,0.185,00591,80,70
EP_CP_P1201_000000592,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,80_60,1,22,24,v1,v1,3482.25,0.658,0.398,00592,80,60
EP_CP_P1201_000000593,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,80_60,2,22,24,v1,v1,2880.0,0.655,0.329,00593,80,60
EP_CP_P1201_000000594,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,80_60,4,22,24,v1,v1,2017.75,0.359,0.23,00594,80,60
EP_CP_P1201_000000595,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,80_60,8,22,24,v1,v1,1445.25,0.228,0.165,00595,80,60
EP_CP_P1201_000000596,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,80_50,1,22,24,v1,v1,3458.25,0.708,0.395,00596,80,50
EP_CP_P1201_000000597,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,80_50,2,22,24,v1,v1,2768.25,0.621,0.316,00597,80,50
EP_CP_P1201_000000598,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,80_50,4,22,24,v1,v1,1839.25,0.3,0.21,00598,80,50
EP_CP_P1201_000000599,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,80_50,8,22,24,v1,v1,1273.75,0.167,0.145,00599,80,50
EP_CP_P1201_000000600,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,80_40,1,22,24,v1,v1,3421.75,0.767,0.391,00600,80,40
EP_CP_P1201_000000601,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,80_40,2,22,24,v1,v1,2613.25,0.559,0.298,00601,80,40
EP_CP_P1201_000000602,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,80_40,4,22,24,v1,v1,1567.0,0.232,0.179,00602,80,40
EP_CP_P1201_000000603,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,80_40,8,22,24,v1,v1,1057.75,0.085,0.121,00603,80,40
EP_CP_P1201_000000604,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,70_70,1,22,24,v1,v1,3497.75,0.611,0.399,00604,70,70
EP_CP_P1201_000000605,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,70_70,2,22,24,v1,v1,2953.25,0.656,0.337,00605,70,70
EP_CP_P1201_000000606,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,70_70,4,22,24,v1,v1,2146.25,0.412,0.245,00606,70,70
EP_CP_P1201_000000607,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,70_70,8,22,24,v1,v1,1611.25,0.274,0.184,00607,70,70
EP_CP_P1201_000000608,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,70_60,1,22,24,v1,v1,3478.5,0.663,0.397,00608,70,60
EP_CP_P1201_000000609,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,70_60,2,22,24,v1,v1,2871.25,0.651,0.328,00609,70,60
EP_CP_P1201_000000610,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,70_60,4,22,24,v1,v1,2008.25,0.356,0.229,00610,70,60
EP_CP_P1201_000000611,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,70_60,8,22,24,v1,v1,1435.25,0.227,0.164,00611,70,60
EP_CP_P1201_000000612,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,70_50,1,22,24,v1,v1,3453.0,0.711,0.394,00612,70,50
EP_CP_P1201_000000613,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,70_50,2,22,24,v1,v1,2754.25,0.616,0.314,00613,70,50
EP_CP_P1201_000000614,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,70_50,4,22,24,v1,v1,1821.75,0.296,0.208,00614,70,50
EP_CP_P1201_000000615,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,70_50,8,22,24,v1,v1,1262.25,0.166,0.144,00615,70,50
EP_CP_P1201_000000616,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,70_40,1,22,24,v1,v1,3411.25,0.771,0.389,00616,70,40
EP_CP_P1201_000000617,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,70_40,2,22,24,v1,v1,2592.75,0.551,0.296,00617,70,40
EP_CP_P1201_000000618,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,70_40,4,22,24,v1,v1,1549.25,0.228,0.177,00618,70,40
EP_CP_P1201_000000619,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,70_40,8,22,24,v1,v1,1045.25,0.082,0.119,00619,70,40
EP_CP_P1201_000000620,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,60_60,1,22,24,v1,v1,3472.5,0.669,0.396,00620,60,60
EP_CP_P1201_000000621,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,60_60,2,22,24,v1,v1,2862.25,0.646,0.327,00621,60,60
EP_CP_P1201_000000622,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,60_60,4,22,24,v1,v1,1994.5,0.353,0.228,00622,60,60
EP_CP_P1201_000000623,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,60_60,8,22,24,v1,v1,1426.25,0.225,0.163,00623,60,60
EP_CP_P1201_000000624,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,60_50,1,22,24,v1,v1,3447.25,0.716,0.394,00624,60,50
EP_CP_P1201_000000625,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,60_50,2,22,24,v1,v1,2739.25,0.61,0.313,00625,60,50
EP_CP_P1201_000000626,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,60_50,4,22,24,v1,v1,1808.75,0.292,0.206,00626,60,50
EP_CP_P1201_000000627,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,60_50,8,22,24,v1,v1,1254.75,0.162,0.143,00627,60,50
EP_CP_P1201_000000628,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,60_40,1,22,24,v1,v1,3401.5,0.776,0.388,00628,60,40
EP_CP_P1201_000000629,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,60_40,2,22,24,v1,v1,2573.75,0.543,0.294,00629,60,40
EP_CP_P1201_000000630,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,60_40,4,22,24,v1,v1,1531.75,0.225,0.175,00630,60,40
EP_CP_P1201_000000631,CP_P1201,GTW_DSY1,1B2P,90.0,2.5,Mid_Floor,60_40,8,22,24,v1,v1,1038.5,0.081,0.119,00631,60,40
