job_id,@job_s,@model,@weather,@north,@floor,@ach,@wwr_KL,@wwr_B,BD1_HA26p_occ
EP_CP_P1201_000000249,00249,CP_P1201,GTW_DSY1,45.0,Ground_Floor,2,90,70,0.238
EP_CP_P1201_000000250,00250,CP_P1201,GTW_DSY1,45.0,Ground_Floor,4,90,70,0.147
EP_CP_P1201_000000251,00251,CP_P1201,GTW_DSY1,45.0,Ground_Floor,8,90,70,0.107
EP_CP_P1201_000000252,00252,CP_P1201,GTW_DSY1,45.0,Ground_Floor,1,90,60,0.309
EP_CP_P1201_000000253,00253,CP_P1201,GTW_DSY1,45.0,Ground_Floor,2,90,60,0.22
EP_CP_P1201_000000254,00254,CP_P1201,GTW_DSY1,45.0,Ground_Floor,4,90,60,0.129
EP_CP_P1201_000000255,00255,CP_P1201,GTW_DSY1,45.0,Ground_Floor,8,90,60,0.091
EP_CP_P1201_000000256,00256,CP_P1201,GTW_DSY1,45.0,Ground_Floor,1,90,50,0.299
EP_CP_P1201_000000257,00257,CP_P1201,GTW_DSY1,45.0,Ground_Floor,2,90,50,0.196
EP_CP_P1201_000000258,00258,CP_P1201,GTW_DSY1,45.0,Ground_Floor,4,90,50,0.11
EP_CP_P1201_000000259,00259,CP_P1201,GTW_DSY1,45.0,Ground_Floor,8,90,50,0.073
EP_CP_P1201_000000260,00260,CP_P1201,GTW_DSY1,45.0,Ground_Floor,1,90,40,0.284
EP_CP_P1201_000000261,00261,CP_P1201,GTW_DSY1,45.0,Ground_Floor,2,90,40,0.17
EP_CP_P1201_000000262,00262,CP_P1201,GTW_DSY1,45.0,Ground_Floor,4,90,40,0.089
EP_CP_P1201_000000263,00263,CP_P1201,GTW_DSY1,45.0,Ground_Floor,8,90,40,0.055
EP_CP_P1201_000000264,00264,CP_P1201,GTW_DSY1,45.0,Ground_Floor,1,80,80,0.324
EP_CP_P1201_000000265,00265,CP_P1201,GTW_DSY1,45.0,Ground_Floor,2,80,80,0.249
EP_CP_P1201_000000266,00266,CP_P1201,GTW_DSY1,45.0,Ground_Floor,4,80,80,0.161
EP_CP_P1201_000000267,00267,CP_P1201,GTW_DSY1,45.0,Ground_Floor,8,80,80,0.121
EP_CP_P1201_000000268,00268,CP_P1201,GTW_DSY1,45.0,Ground_Floor,1,80,70,0.317
EP_CP_P1201_000000269,00269,CP_P1201,GTW_DSY1,45.0,Ground_Floor,2,80,70,0.237
EP_CP_P1201_000000270,00270,CP_P1201,GTW_DSY1,45.0,Ground_Floor,4,80,70,0.146
EP_CP_P1201_000000271,00271,CP_P1201,GTW_DSY1,45.0,Ground_Floor,8,80,70,0.106
EP_CP_P1201_000000272,00272,CP_P1201,GTW_DSY1,45.0,Ground_Floor,1,80,60,0.308
EP_CP_P1201_000000273,00273,CP_P1201,GTW_DSY1,45.0,Ground_Floor,2,80,60,0.219
EP_CP_P1201_000000274,00274,CP_P1201,GTW_DSY1,45.0,Ground_Floor,4,80,60,0.128
EP_CP_P1201_000000275,00275,CP_P1201,GTW_DSY1,45.0,Ground_Floor,8,80,60,0.09
EP_CP_P1201_000000276,00276,CP_P1201,GTW_DSY1,45.0,Ground_Floor,1,80,50,0.298
EP_CP_P1201_000000277,00277,CP_P1201,GTW_DSY1,45.0,Ground_Floor,2,80,50,0.195
EP_CP_P1201_000000278,00278,CP_P1201,GTW_DSY1,45.0,Ground_Floor,4,80,50,0.109
EP_CP_P1201_000000279,00279,CP_P1201,GTW_DSY1,45.0,Ground_Floor,8,80,50,0.073
EP_CP_P1201_000000280,00280,CP_P1201,GTW_DSY1,45.0,Ground_Floor,1,80,40,0.282
EP_CP_P1201_000000281,00281,CP_P1201,GTW_DSY1,45.0,Ground_Floor,2,80,40,0.169
EP_CP_P1201_000000282,00282,CP_P1201,GTW_DSY1,45.0,Ground_Floor,4,80,40,0.088
EP_CP_P1201_000000283,00283,CP_P1201,GTW_DSY1,45.0,Ground_Floor,8,80,40,0.055
EP_CP_P1201_000000284,00284,CP_P1201,GTW_DSY1,45.0,Ground_Floor,1,70,70,0.316
EP_CP_P1201_000000285,00285,CP_P1201,GTW_DSY1,45.0,Ground_Floor,2,70,70,0.236
EP_CP_P1201_000000286,00286,CP_P1201,GTW_DSY1,45.0,Ground_Floor,4,70,70,0.146
EP_CP_P1201_000000287,00287,CP_P1201,GTW_DSY1,45.0,Ground_Floor,8,70,70,0.106
EP_CP_P1201_000000288,00288,CP_P1201,GTW_DSY1,45.0,Ground_Floor,1,70,60,0.307
EP_CP_P1201_000000289,00289,CP_P1201,GTW_DSY1,45.0,Ground_Floor,2,70,60,0.217
EP_CP_P1201_000000290,00290,CP_P1201,GTW_DSY1,45.0,Ground_Floor,4,70,60,0.127
EP_CP_P1201_000000291,00291,CP_P1201,GTW_DSY1,45.0,Ground_Floor,8,70,60,0.09
EP_CP_P1201_000000292,00292,CP_P1201,GTW_DSY1,45.0,Ground_Floor,1,70,50,0.296
EP_CP_P1201_000000293,00293,CP_P1201,GTW_DSY1,45.0,Ground_Floor,2,70,50,0.193
EP_CP_P1201_000000294,00294,CP_P1201,GTW_DSY1,45.0,Ground_Floor,4,70,50,0.108
EP_CP_P1201_000000295,00295,CP_P1201,GTW_DSY1,45.0,Ground_Floor,8,70,50,0.072
EP_CP_P1201_000000296,00296,CP_P1201,GTW_DSY1,45.0,Ground_Floor,1,70,40,0.28
EP_CP_P1201_000000297,00297,CP_P1201,GTW_DSY1,45.0,Ground_Floor,2,70,40,0.167
EP_CP_P1201_000000298,00298,CP_P1201,GTW_DSY1,45.0,Ground_Floor,4,70,40,0.087
EP_CP_P1201_000000299,00299,CP_P1201,GTW_DSY1,45.0,Ground_Floor,8,70,40,0.054
EP_CP_P1201_000000300,00300,CP_P1201,GTW_DSY1,45.0,Ground_Floor,1,60,60,0.306
EP_CP_P1201_000000301,00301,CP_P1201,GTW_DSY1,45.0,Ground_Floor,2,60,60,0.215
EP_CP_P1201_000000302,00302,CP_P1201,GTW_DSY1,45.0,Ground_Floor,4,60,60,0.126
EP_CP_P1201_000000303,00303,CP_P1201,GTW_DSY1,45.0,Ground_Floor,8,60,60,0.089
EP_CP_P1201_000000304,00304,CP_P1201,GTW_DSY1,45.0,Ground_Floor,1,60,50,0.295
EP_CP_P1201_000000305,00305,CP_P1201,GTW_DSY1,45.0,Ground_Floor,2,60,50,0.191
EP_CP_P1201_000000306,00306,CP_P1201,GTW_DSY1,45.0,Ground_Floor,4,60,50,0.107
EP_CP_P1201_000000307,00307,CP_P1201,GTW_DSY1,45.0,Ground_Floor,8,60,50,0.072
EP_CP_P1201_000000308,00308,CP_P1201,GTW_DSY1,45.0,Ground_Floor,1,60,40,0.278
EP_CP_P1201_000000309,00309,CP_P1201,GTW_DSY1,45.0,Ground_Floor,2,60,40,0.166
EP_CP_P1201_000000310,00310,CP_P1201,GTW_DSY1,45.0,Ground_Floor,4,60,40,0.087
EP_CP_P1201_000000311,00311,CP_P1201,GTW_DSY1,45.0,Ground_Floor,8,60,40,0.054
EP_CP_P1201_000000312,00312,CP_P1201,GTW_DSY1,45.0,Ground_Floor,1,50,50,0.294
EP_CP_P1201_000000313,00313,CP_P1201,GTW_DSY1,45.0,Ground_Floor,2,50,50,0.19
EP_CP_P1201_000000314,00314,CP_P1201,GTW_DSY1,45.0,Ground_Floor,4,50,50,0.107
EP_CP_P1201_000000315,00315,CP_P1201,GTW_DSY1,45.0,Ground_Floor,8,50,50,0.071
EP_CP_P1201_000000316,00316,CP_P1201,GTW_DSY1,45.0,Ground_Floor,1,50,40,0.276
EP_CP_P1201_000000317,00317,CP_P1201,GTW_DSY1,45.0,Ground_Floor,2,50,40,0.164
EP_CP_P1201_000000318,00318,CP_P1201,GTW_DSY1,45.0,Ground_Floor,4,50,40,0.086
EP_CP_P1201_000000319,00319,CP_P1201,GTW_DSY1,45.0,Ground_Floor,8,50,40,0.053
EP_CP_P1201_000000320,00320,CP_P1201,GTW_DSY1,45.0,Mid_Floor,1,90,90,0.376
EP_CP_P1201_000000321,00321,CP_P1201,GTW_DSY1,45.0,Mid_Floor,2,90,90,0.304
EP_CP_P1201_000000322,00322,CP_P1201,GTW_DSY1,45.0,Mid_Floor,4,90,90,0.213
EP_CP_P1201_000000323,00323,CP_P1201,GTW_DSY1,45.0,Mid_Floor,8,90,90,0.16
EP_CP_P1201_000000324,00324,CP_P1201,GTW_DSY1,45.0,Mid_Floor,1,90,80,0.374
EP_CP_P1201_000000325,00325,CP_P1201,GTW_DSY1,45.0,Mid_Floor,2,90,80,0.296
EP_CP_P1201_000000326,00326,CP_P1201,GTW_DSY1,45.0,Mid_Floor,4,90,80,0.2
EP_CP_P1201_000000327,00327,CP_P1201,GTW_DSY1,45.0,Mid_Floor,8,90,80,0.146
EP_CP_P1201_000000328,00328,CP_P1201,GTW_DSY1,45.0,Mid_Floor,1,90,70,0.371
EP_CP_P1201_000000329,00329,CP_P1201,GTW_DSY1,45.0,Mid_Floor,2,90,70,0.288
EP_CP_P1201_000000330,00330,CP_P1201,GTW_DSY1,45.0,Mid_Floor,4,90,70,0.184
EP_CP_P1201_000000331,00331,CP_P1201,GTW_DSY1,45.0,Mid_Floor,8,90,70,0.132
EP_CP_P1201_000000332,00332,CP_P1201,GTW_DSY1,45.0,Mid_Floor,1,90,60,0.366
EP_CP_P1201_000000333,00333,CP_P1201,GTW_DSY1,45.0,Mid_Floor,2,90,60,0.275
EP_CP_P1201_000000334,00334,CP_P1201,GTW_DSY1,45.0,Mid_Floor,4,90,60,0.166
EP_CP_P1201_000000335,00335,CP_P1201,GTW_DSY1,45.0,Mid_Floor,8,90,60,0.114
EP_CP_P1201_000000336,00336,CP_P1201,GTW_DSY1,45.0,Mid_Floor,1,90,50,0.36
EP_CP_P1201_000000337,00337,CP_P1201,GTW_DSY1,45.0,Mid_Floor,2,90,50,0.261
EP_CP_P1201_000000338,00338,CP_P1201,GTW_DSY1,45.0,Mid_Floor,4,90,50,0.147
EP_CP_P1201_000000339,00339,CP_P1201,GTW_DSY1,45.0,Mid_Floor,8,90,50,0.098
EP_CP_P1201_000000340,00340,CP_P1201,GTW_DSY1,45.0,Mid_Floor,1,90,40,0.351
EP_CP_P1201_000000341,00341,CP_P1201,GTW_DSY1,45.0,Mid_Floor,2,90,40,0.238
EP_CP_P1201_000000342,00342,CP_P1201,GTW_DSY1,45.0,Mid_Floor,4,90,40,0.124
EP_CP_P1201_000000343,00343,CP_P1201,GTW_DSY1,45.0,Mid_Floor,8,90,40,0.078
EP_CP_P1201_000000344,00344,CP_P1201,GTW_DSY1,45.0,Mid_Floor,1,80,80,0.373
EP_CP_P1201_000000345,00345,CP_P1201,GTW_DSY1,45.0,Mid_Floor,2,80,80,0.295
EP_CP_P1201_000000346,00346,CP_P1201,GTW_DSY1,45.0,Mid_Floor,4,80,80,0.199
EP_CP_P1201_000000347,00347,CP_P1201,GTW_DSY1,45.0,Mid_Floor,8,80,80,0.146
EP_CP_P1201_000000348,00348,CP_P1201,GTW_DSY1,45.0,Mid_Floor,1,80,70,0.37
EP_CP_P1201_000000349,00349,CP_P1201,GTW_DSY1,45.0,Mid_Floor,2,80,70,0.287
EP_CP_P1201_000000350,00350,CP_P1201,GTW_DSY1,45.0,Mid_Floor,4,80,70,0.183
EP_CP_P1201_000000351,00351,CP_P1201,GTW_DSY1,45.0,Mid_Floor,8,80,70,0.132
EP_CP_P1201_000000352,00352,CP_P1201,GTW_DSY1,45.0,Mid_Floor,1,80,60,0.365
EP_CP_P1201_000000353,00353,CP_P1201,GTW_DSY1,45.0,Mid_Floor,2,80,60,0.274
EP_CP_P1201_000000354,00354,CP_P1201,GTW_DSY1,45.0,Mid_Floor,4,80,60,0.165
EP_CP_P1201_000000355,00355,CP_P1201,GTW_DSY1,45.0,Mid_Floor,8,80,60,0.114
EP_CP_P1201_000000356,00356,CP_P1201,GTW_DSY1,45.0,Mid_Floor,1,80,50,0.359
EP_CP_P1201_000000357,00357,CP_P1201,GTW_DSY1,45.0,Mid_Floor,2,80,50,0.259
EP_CP_P1201_000000358,00358,CP_P1201,GTW_DSY1,45.0,Mid_Floor,4,80,50,0.146
EP_CP_P1201_000000359,00359,CP_P1201,GTW_DSY1,45.0,Mid_Floor,8,80,50,0.097
EP_CP_P1201_000000360,00360,CP_P1201,GTW_DSY1,45.0,Mid_Floor,1,80,40,0.349
EP_CP_P1201_000000361,00361,CP_P1201,GTW_DSY1,45.0,Mid_Floor,2,80,40,0.235
EP_CP_P1201_000000362,00362,CP_P1201,GTW_DSY1,45.0,Mid_Floor,4,80,40,0.122
EP_CP_P1201_000000363,00363,CP_P1201,GTW_DSY1,45.0,Mid_Floor,8,80,40,0.077
EP_CP_P1201_000000364,00364,CP_P1201,GTW_DSY1,45.0,Mid_Floor,1,70,70,0.369
EP_CP_P1201_000000365,00365,CP_P1201,GTW_DSY1,45.0,Mid_Floor,2,70,70,0.285
EP_CP_P1201_000000366,00366,CP_P1201,GTW_DSY1,45.0,Mid_Floor,4,70,70,0.182
EP_CP_P1201_000000367,00367,CP_P1201,GTW_DSY1,45.0,Mid_Floor,8,70,70,0.132
EP_CP_P1201_000000368,00368,CP_P1201,GTW_DSY1,45.0,Mid_Floor,1,70,60,0.364
EP_CP_P1201_000000369,00369,CP_P1201,GTW_DSY1,45.0,Mid_Floor,2,70,60,0.273
EP_CP_P1201_000000370,00370,CP_P1201,GTW_DSY1,45.0,Mid_Floor,4,70,60,0.164
EP_CP_P1201_000000371,00371,CP_P1201,GTW_DSY1,45.0,Mid_Floor,8,70,60,0.114
EP_CP_P1201_000000372,00372,CP_P1201,GTW_DSY1,45.0,Mid_Floor,1,70,50,0.358
EP_CP_P1201_000000373,00373,CP_P1201,GTW_DSY1,45.0,Mid_Floor,2,70,50,0.258
EP_CP_P1201_000000374,00374,CP_P1201,GTW_DSY1,45.0,Mid_Floor,4,70,50,0.145
EP_CP_P1201_000000375,00375,CP_P1201,GTW_DSY1,45.0,Mid_Floor,8,70,50,0.096
EP_CP_P1201_000000376,00376,CP_P1201,GTW_DSY1,45.0,Mid_Floor,1,70,40,0.347
EP_CP_P1201_000000377,00377,CP_P1201,GTW_DSY1,45.0,Mid_Floor,2,70,40,0.233
EP_CP_P1201_000000378,00378,CP_P1201,GTW_DSY1,45.0,Mid_Floor,4,70,40,0.121
EP_CP_P1201_000000379,00379,CP_P1201,GTW_DSY1,45.0,Mid_Floor,8,70,40,0.077
EP_CP_P1201_000000380,00380,CP_P1201,GTW_DSY1,45.0,Mid_Floor,1,60,60,0.363
EP_CP_P1201_000000381,00381,CP_P1201,GTW_DSY1,45.0,Mid_Floor,2,60,60,0.272
EP_CP_P1201_000000382,00382,CP_P1201,GTW_DSY1,45.0,Mid_Floor,4,60,60,0.163
EP_CP_P1201_000000383,00383,CP_P1201,GTW_DSY1,45.0,Mid_Floor,8,60,60,0.114
EP_CP_P1201_000000384,00384,CP_P1201,GTW_DSY1,45.0,Mid_Floor,1,60,50,0.356
EP_CP_P1201_000000385,00385,CP_P1201,GTW_DSY1,45.0,Mid_Floor,2,60,50,0.256
EP_CP_P1201_000000386,00386,CP_P1201,GTW_DSY1,45.0,Mid_Floor,4,60,50,0.143
EP_CP_P1201_000000387,00387,CP_P1201,GTW_DSY1,45.0,Mid_Floor,8,60,50,0.096
EP_CP_P1201_000000388,00388,CP_P1201,GTW_DSY1,45.0,Mid_Floor,1,60,40,0.345
EP_CP_P1201_000000389,00389,CP_P1201,GTW_DSY1,45.0,Mid_Floor,2,60,40,0.23
EP_CP_P1201_000000390,00390,CP_P1201,GTW_DSY1,45.0,Mid_Floor,4,60,40,0.12
EP_CP_P1201_000000391,00391,CP_P1201,GTW_DSY1,45.0,Mid_Floor,8,60,40,0.075
EP_CP_P1201_000000392,00392,CP_P1201,GTW_DSY1,45.0,Mid_Floor,1,50,50,0.355
EP_CP_P1201_000000393,00393,CP_P1201,GTW_DSY1,45.0,Mid_Floor,2,50,50,0.254
EP_CP_P1201_000000394,00394,CP_P1201,GTW_DSY1,45.0,Mid_Floor,4,50,50,0.142
EP_CP_P1201_000000395,00395,CP_P1201,GTW_DSY1,45.0,Mid_Floor,8,50,50,0.095
EP_CP_P1201_000000396,00396,CP_P1201,GTW_DSY1,45.0,Mid_Floor,1,50,40,0.343
EP_CP_P1201_000000397,00397,CP_P1201,GTW_DSY1,45.0,Mid_Floor,2,50,40,0.228
EP_CP_P1201_000000398,00398,CP_P1201,GTW_DSY1,45.0,Mid_Floor,4,50,40,0.119
EP_CP_P1201_000000399,00399,CP_P1201,GTW_DSY1,45.0,Mid_Floor,8,50,40,0.075
EP_CP_P1201_000000400,00400,CP_P1201,GTW_DSY1,45.0,Top_Floor,1,90,90,0.351
EP_CP_P1201_000000401,00401,CP_P1201,GTW_DSY1,45.0,Top_Floor,2,90,90,0.296
EP_CP_P1201_000000402,00402,CP_P1201,GTW_DSY1,45.0,Top_Floor,4,90,90,0.228
EP_CP_P1201_000000403,00403,CP_P1201,GTW_DSY1,45.0,Top_Floor,8,90,90,0.183
EP_CP_P1201_000000404,00404,CP_P1201,GTW_DSY1,45.0,Top_Floor,1,90,80,0.348
EP_CP_P1201_000000405,00405,CP_P1201,GTW_DSY1,45.0,Top_Floor,2,90,80,0.291
EP_CP_P1201_000000406,00406,CP_P1201,GTW_DSY1,45.0,Top_Floor,4,90,80,0.219
EP_CP_P1201_000000407,00407,CP_P1201,GTW_DSY1,45.0,Top_Floor,8,90,80,0.173
EP_CP_P1201_000000408,00408,CP_P1201,GTW_DSY1,45.0,Top_Floor,1,90,70,0.345
EP_CP_P1201_000000409,00409,CP_P1201,GTW_DSY1,45.0,Top_Floor,2,90,70,0.285
EP_CP_P1201_000000410,00410,CP_P1201,GTW_DSY1,45.0,Top_Floor,4,90,70,0.209
EP_CP_P1201_000000411,00411,CP_P1201,GTW_DSY1,45.0,Top_Floor,8,90,70,0.162
EP_CP_P1201_000000412,00412,CP_P1201,GTW_DSY1,45.0,Top_Floor,1,90,60,0.342
EP_CP_P1201_000000413,00413,CP_P1201,GTW_DSY1,45.0,Top_Floor,2,90,60,0.277
EP_CP_P1201_000000414,00414,CP_P1201,GTW_DSY1,45.0,Top_Floor,4,90,60,0.198
EP_CP_P1201_000000415,00415,CP_P1201,GTW_DSY1,45.0,Top_Floor,8,90,60,0.15
EP_CP_P1201_000000416,00416,CP_P1201,GTW_DSY1,45.0,Top_Floor,1,90,50,0.338
EP_CP_P1201_000000417,00417,CP_P1201,GTW_DSY1,45.0,Top_Floor,2,90,50,0.268
EP_CP_P1201_000000418,00418,CP_P1201,GTW_DSY1,45.0,Top_Floor,4,90,50,0.185
EP_CP_P1201_000000419,00419,CP_P1201,GTW_DSY1,45.0,Top_Floor,8,90,50,0.137
EP_CP_P1201_000000420,00420,CP_P1201,GTW_DSY1,45.0,Top_Floor,1,90,40,0.332
EP_CP_P1201_000000421,00421,CP_P1201,GTW_DSY1,45.0,Top_Floor,2,90,40,0.257
EP_CP_P1201_000000422,00422,CP_P1201,GTW_DSY1,45.0,Top_Floor,4,90,40,0.169
EP_CP_P1201_000000423,00423,CP_P1201,GTW_DSY1,45.0,Top_Floor,8,90,40,0.123
EP_CP_P1201_000000424,00424,CP_P1201,GTW_DSY1,45.0,Top_Floor,1,80,80,0.347
EP_CP_P1201_000000425,00425,CP_P1201,GTW_DSY1,45.0,Top_Floor,2,80,80,0.291
EP_CP_P1201_000000426,00426,CP_P1201,GTW_DSY1,45.0,Top_Floor,4,80,80,0.219
EP_CP_P1201_000000427,00427,CP_P1201,GTW_DSY1,45.0,Top_Floor,8,80,80,0.173
EP_CP_P1201_000000428,00428,CP_P1201,GTW_DSY1,45.0,Top_Floor,1,80,70,0.345
EP_CP_P1201_000000429,00429,CP_P1201,GTW_DSY1,45.0,Top_Floor,2,80,70,0.284
EP_CP_P1201_000000430,00430,CP_P1201,GTW_DSY1,45.0,Top_Floor,4,80,70,0.209
EP_CP_P1201_000000431,00431,CP_P1201,GTW_DSY1,45.0,Top_Floor,8,80,70,0.161
EP_CP_P1201_000000432,00432,CP_P1201,GTW_DSY1,45.0,Top_Floor,1,80,60,0.341
EP_CP_P1201_000000433,00433,CP_P1201,GTW_DSY1,45.0,Top_Floor,2,80,60,0.276
EP_CP_P1201_000000434,00434,CP_P1201,GTW_DSY1,45.0,Top_Floor,4,80,60,0.198
EP_CP_P1201_000000435,00435,CP_P1201,GTW_DSY1,45.0,Top_Floor,8,80,60,0.148
EP_CP_P1201_000000436,00436,CP_P1201,GTW_DSY1,45.0,Top_Floor,1,80,50,0.337
EP_CP_P1201_000000437,00437,CP_P1201,GTW_DSY1,45.0,Top_Floor,2,80,50,0.268
EP_CP_P1201_000000438,00438,CP_P1201,GTW_DSY1,45.0,Top_Floor,4,80,50,0.184
EP_CP_P1201_000000439,00439,CP_P1201,GTW_DSY1,45.0,Top_Floor,8,80,50,0.137
EP_CP_P1201_000000440,00440,CP_P1201,GTW_DSY1,45.0,Top_Floor,1,80,40,0.332
EP_CP_P1201_000000441,00441,CP_P1201,GTW_DSY1,45.0,Top_Floor,2,80,40,0.257
EP_CP_P1201_000000442,00442,CP_P1201,GTW_DSY1,45.0,Top_Floor,4,80,40,0.168
EP_CP_P1201_000000443,00443,CP_P1201,GTW_DSY1,45.0,Top_Floor,8,80,40,0.122
EP_CP_P1201_000000444,00444,CP_P1201,GTW_DSY1,45.0,Top_Floor,1,70,70,0.344
EP_CP_P1201_000000445,00445,CP_P1201,GTW_DSY1,45.0,Top_Floor,2,70,70,0.284
EP_CP_P1201_000000446,00446,CP_P1201,GTW_DSY1,45.0,Top_Floor,4,70,70,0.209
EP_CP_P1201_000000447,00447,CP_P1201,GTW_DSY1,45.0,Top_Floor,8,70,70,0.16
EP_CP_P1201_000000448,00448,CP_P1201,GTW_DSY1,45.0,Top_Floor,1,70,60,0.341
EP_CP_P1201_000000449,00449,CP_P1201,GTW_DSY1,45.0,Top_Floor,2,70,60,0.275
EP_CP_P1201_000000450,00450,CP_P1201,GTW_DSY1,45.0,Top_Floor,4,70,60,0.197
EP_CP_P1201_000000451,00451,CP_P1201,GTW_DSY1,45.0,Top_Floor,8,70,60,0.148
EP_CP_P1201_000000452,00452,CP_P1201,GTW_DSY1,45.0,Top_Floor,1,70,50,0.337
EP_CP_P1201_000000453,00453,CP_P1201,GTW_DSY1,45.0,Top_Floor,2,70,50,0.267
EP_CP_P1201_000000454,00454,CP_P1201,GTW_DSY1,45.0,Top_Floor,4,70,50,0.183
EP_CP_P1201_000000455,00455,CP_P1201,GTW_DSY1,45.0,Top_Floor,8,70,50,0.136
EP_CP_P1201_000000456,00456,CP_P1201,GTW_DSY1,45.0,Top_Floor,1,70,40,0.331
EP_CP_P1201_000000457,00457,CP_P1201,GTW_DSY1,45.0,Top_Floor,2,70,40,0.256
EP_CP_P1201_000000458,00458,CP_P1201,GTW_DSY1,45.0,Top_Floor,4,70,40,0.167
EP_CP_P1201_000000459,00459,CP_P1201,GTW_DSY1,45.0,Top_Floor,8,70,40,0.122
EP_CP_P1201_000000460,00460,CP_P1201,GTW_DSY1,45.0,Top_Floor,1,60,60,0.341
EP_CP_P1201_000000461,00461,CP_P1201,GTW_DSY1,45.0,Top_Floor,2,60,60,0.275
EP_CP_P1201_000000462,00462,CP_P1201,GTW_DSY1,45.0,Top_Floor,4,60,60,0.196
EP_CP_P1201_000000463,00463,CP_P1201,GTW_DSY1,45.0,Top_Floor,8,60,60,0.148
EP_CP_P1201_000000464,00464,CP_P1201,GTW_DSY1,45.0,Top_Floor,1,60,50,0.336
EP_CP_P1201_000000465,00465,CP_P1201,GTW_DSY1,45.0,Top_Floor,2,60,50,0.266
EP_CP_P1201_000000466,00466,CP_P1201,GTW_DSY1,45.0,Top_Floor,4,60,50,0.183
EP_CP_P1201_000000467,00467,CP_P1201,GTW_DSY1,45.0,Top_Floor,8,60,50,0.136
EP_CP_P1201_000000468,00468,CP_P1201,GTW_DSY1,45.0,Top_Floor,1,60,40,0.33
EP_CP_P1201_000000469,00469,CP_P1201,GTW_DSY1,45.0,Top_Floor,2,60,40,0.255
EP_CP_P1201_000000470,00470,CP_P1201,GTW_DSY1,45.0,Top_Floor,4,60,40,0.167
EP_CP_P1201_000000471,00471,CP_P1201,GTW_DSY1,45.0,Top_Floor,8,60,40,0.121
EP_CP_P1201_000000472,00472,CP_P1201,GTW_DSY1,45.0,Top_Floor,1,50,50,0.336
EP_CP_P1201_000000473,00473,CP_P1201,GTW_DSY1,45.0,Top_Floor,2,50,50,0.266
EP_CP_P1201_000000474,00474,CP_P1201,GTW_DSY1,45.0,Top_Floor,4,50,50,0.181
EP_CP_P1201_000000475,00475,CP_P1201,GTW_DSY1,45.0,Top_Floor,8,50,50,0.135
EP_CP_P1201_000000476,00476,CP_P1201,GTW_DSY1,45.0,Top_Floor,1,50,40,0.33
EP_CP_P1201_000000477,00477,CP_P1201,GTW_DSY1,45.0,Top_Floor,2,50,40,0.255
EP_CP_P1201_000000478,00478,CP_P1201,GTW_DSY1,45.0,Top_Floor,4,50,40,0.166
EP_CP_P1201_000000479,00479,CP_P1201,GTW_DSY1,45.0,Top_Floor,8,50,40,0.12
EP_CP_P1201_000000480,00480,CP_P1201,GTW_DSY1,90.0,Ground_Floor,1,90,90,0.374
EP_CP_P1201_000000481,00481,CP_P1201,GTW_DSY1,90.0,Ground_Floor,2,90,90,0.314
EP_CP_P1201_000000482,00482,CP_P1201,GTW_DSY1,90.0,Ground_Floor,4,90,90,0.235
EP_CP_P1201_000000483,00483,CP_P1201,GTW_DSY1,90.0,Ground_Floor,8,90,90,0.184
EP_CP_P1201_000000484,00484,CP_P1201,GTW_DSY1,90.0,Ground_Floor,1,90,80,0.371
EP_CP_P1201_000000485,00485,CP_P1201,GTW_DSY1,90.0,Ground_Floor,2,90,80,0.306
EP_CP_P1201_000000486,00486,CP_P1201,GTW_DSY1,90.0,Ground_Floor,4,90,80,0.223
EP_CP_P1201_000000487,00487,CP_P1201,GTW_DSY1,90.0,Ground_Floor,8,90,80,0.171
EP_CP_P1201_000000488,00488,CP_P1201,GTW_DSY1,90.0,Ground_Floor,1,90,70,0.366
EP_CP_P1201_000000489,00489,CP_P1201,GTW_DSY1,90.0,Ground_Floor,2,90,70,0.295
EP_CP_P1201_000000490,00490,CP_P1201,GTW_DSY1,90.0,Ground_Floor,4,90,70,0.209
EP_CP_P1201_000000491,00491,CP_P1201,GTW_DSY1,90.0,Ground_Floor,8,90,70,0.155
EP_CP_P1201_000000492,00492,CP_P1201,GTW_DSY1,90.0,Ground_Floor,1,90,60,0.359
EP_CP_P1201_000000493,00493,CP_P1201,GTW_DSY1,90.0,Ground_Floor,2,90,60,0.28
EP_CP_P1201_000000494,00494,CP_P1201,GTW_DSY1,90.0,Ground_Floor,4,90,60,0.191
EP_CP_P1201_000000495,00495,CP_P1201,GTW_DSY1,90.0,Ground_Floor,8,90,60,0.139
EP_CP_P1201_000000496,00496,CP_P1201,GTW_DSY1,90.0,Ground_Floor,1,90,50,0.349
EP_CP_P1201_000000497,00497,CP_P1201,GTW_DSY1,90.0,Ground_Floor,2,90,50,0.264
EP_CP_P1201_000000498,00498,CP_P1201,GTW_DSY1,90.0,Ground_Floor,4,90,50,0.166
EP_CP_P1201_000000499,00499,CP_P1201,GTW_DSY1,90.0,Ground_Floor,8,90,50,0.12
EP_CP_P1201_000000500,00500,CP_P1201,GTW_DSY1,90.0,Ground_Floor,1,90,40,0.337
EP_CP_P1201_000000501,00501,CP_P1201,GTW_DSY1,90.0,Ground_Floor,2,90,40,0.242
EP_CP_P1201_000000502,00502,CP_P1201,GTW_DSY1,90.0,Ground_Floor,4,90,40,0.138
EP_CP_P1201_000000503,00503,CP_P1201,GTW_DSY1,90.0,Ground_Floor,8,90,40,0.1
